"observed","lower","mean","upper","idx","parcel_type"
0.279893100348562,-0.0549210479278768,0.0804739582471828,0.215868964422242,1,"load-activated"
0.34264981851538,-0.0095101448597403,0.12810400719431,0.26571815924836,2,"load-activated"
0.34519184730296,0.0309015332386333,0.160782835806524,0.290664138374415,3,"load-activated"
0.342173683731137,0.0608009638935484,0.187209370306941,0.313617776720334,4,"load-activated"
0.346438258565733,0.0979949261183086,0.209195108935268,0.320395291752227,5,"load-activated"
0.35875616876492,0.1121000494764,0.22186688728412,0.33163372509184,6,"load-activated"
0.356444661519221,0.132241456674402,0.235316994550149,0.338392532425895,7,"load-activated"
0.351796782659364,0.148091297258117,0.246038200494415,0.343985103730713,8,"load-activated"
0.351614467280725,0.164756483034887,0.256424755833717,0.348093028632548,9,"load-activated"
0.351549208505873,0.18232273042491,0.268159210235091,0.353995690045273,10,"load-activated"
0.356016207041186,0.191799004348503,0.273118239439741,0.354437474530978,11,"load-activated"
0.357715158826559,0.20335853882555,0.28126515077973,0.35917176273391,12,"load-activated"
0.355234247845,0.209175328735872,0.285874885306115,0.362574441876357,13,"load-activated"
0.353901126001572,0.219331472811445,0.290837270977032,0.362343069142618,14,"load-activated"
0.353507436907392,0.225714865329478,0.297698178036332,0.369681490743186,15,"load-activated"
0.359905900888069,0.240289239520743,0.303575773451492,0.36686230738224,16,"load-deactivated"
0.358548361553619,0.238738175701186,0.304333445129135,0.369928714557084,17,"load-activated"
0.36182312151769,0.248914092744779,0.309743267758493,0.370572442772206,18,"load-activated"
0.360771486205618,0.24647584822769,0.309701845132758,0.372927842037826,19,"load-activated"
0.358794353999471,0.256331851599763,0.314611734276143,0.372891616952523,20,"load-activated"
0.36199021200726,0.256556361891929,0.316141645676189,0.37572692946045,21,"load-activated"
0.359755012776404,0.264322143904131,0.319868288392929,0.375414432881727,22,"load-activated"
0.360496160268935,0.265200659945532,0.322095480611043,0.378990301276555,23,"load-activated"
0.358057517097776,0.268827422563547,0.323299975391089,0.377772528218632,24,"load-activated"
0.360573642420776,0.269382112267207,0.325216241176762,0.381050370086318,25,"load-activated"
0.354926832305561,0.277709027081095,0.329696332983926,0.381683638886758,26,"load-activated"
0.352213100987391,0.278130190554048,0.331489304920067,0.384848419286086,27,"load-activated"
0.355153130975041,0.28148862156014,0.331474761436857,0.381460901313575,28,"load-activated"
0.350137392270488,0.284731298283802,0.334615569559017,0.384499840834232,29,"load-activated"
0.348936095243787,0.283133992515253,0.333086962436636,0.383039932358019,30,"load-activated"
0.345366541887193,0.285665988307107,0.335679187312595,0.385692386318082,31,"load-deactivated"
0.34277085654895,0.289760079232995,0.337008393601185,0.384256707969375,32,"load-activated"
0.338146861403617,0.289061790512685,0.336895759949113,0.38472972938554,33,"load-activated"
0.330306707613779,0.291168156184239,0.338420920038822,0.385673683893405,34,"load-activated"
0.330004875825448,0.292198873837063,0.339042333747012,0.385885793656961,35,"load-activated"
0.323994132212137,0.293851853403243,0.339453236237703,0.385054619072162,36,"load-activated"
0.326283502658266,0.296430795048141,0.34237897886376,0.388327162679379,37,"load-activated"
0.32091344480664,0.295070989285045,0.340885272612883,0.386699555940722,38,"load-deactivated"
0.326322460850245,0.297395330903163,0.342686586570704,0.387977842238245,39,"load-activated"
0.323168034394878,0.297335426294046,0.342648573937022,0.387961721579997,40,"load-activated"
0.323957263692759,0.299328122693012,0.344236257348075,0.389144392003137,41,"load-deactivated"
0.324192764103558,0.300837468154836,0.344724334383945,0.388611200613054,42,"load-activated"
0.323531356988054,0.301851404326422,0.346293494298572,0.390735584270722,43,"load-deactivated"
0.324220593609893,0.299809580966548,0.344333433401735,0.388857285836921,44,"load-activated"
0.326663662668053,0.303858101875176,0.347041273600117,0.390224445325058,45,"load-activated"
0.327434095507135,0.305720971032187,0.347423384532808,0.389125798033429,46,"load-deactivated"
0.318731812305731,0.302682348782471,0.347761315466904,0.392840282151337,47,"load-deactivated"
0.319934096309414,0.307080228259498,0.348819524134142,0.390558820008787,48,"load-activated"
0.319337799101055,0.306081257304877,0.34887034936138,0.391659441417883,49,"load-deactivated"
0.325367023661266,0.306437108355013,0.349116994195791,0.39179688003657,50,"load-activated"
0.328037004714414,0.307414705203522,0.349546461024982,0.391678216846442,51,"load-activated"
0.325163734337005,0.305401979074182,0.34909903269942,0.392796086324657,52,"load-deactivated"
0.325131517364021,0.311659302248448,0.351530804222404,0.39140230619636,53,"load-deactivated"
0.320768720868225,0.308010546099611,0.349323043875114,0.390635541650617,54,"load-activated"
0.31777206473602,0.311033056984352,0.35170667388908,0.392380290793807,55,"load-deactivated"
0.312562642578942,0.309535563673892,0.352160206052492,0.394784848431092,56,"load-activated"
0.318420894999549,0.30797457892936,0.351263549189873,0.394552519450386,57,"load-activated"
0.308077948744213,0.309724218849089,0.351401684364225,0.393079149879361,58,"load-deactivated"
0.313466044001694,0.309139470051384,0.350675927639255,0.392212385227127,59,"load-activated"
0.313806627797764,0.310272082076034,0.351536653726108,0.392801225376183,60,"load-deactivated"
